"","year","artist","track","time","week","rank","date"
"2867",2000,"Bon Jovi","It's My Life","3:44",11,35,2000-10-21
"2868",2000,"Braxton, Toni","He Wasn't Man Enough","4:21",11,4,2000-05-27
"2869",2000,"Braxton, Toni","Just Be A Man About ...","4:10",11,50,2000-10-07
"2870",2000,"Brock, Chad","Yes!","3:22",11,28,2000-06-17
"2871",2000,"Brooks & Dunn","You'll Always Be Lov...","2:58",11,62,2000-08-19
"2872",2000,"Cagle, Chris","My Love Goes On And ...","3:02",11,91,2000-12-30
"2873",2000,"Carey, Mariah","Thank God I Found Yo...","4:14",11,1,2000-02-19
"2874",2000,"Carter, Aaron","Aaron's Party (Come ...","3:23",11,67,2000-11-04
"2875",2000,"Changing Faces","That Other Woman","4:00",11,97,2000-12-09
"2876",2000,"Chesney, Kenny","I Lost It","3:54",11,36,2000-12-30
"2877",2000,"Chesney, Kenny","What I Need To Do","4:05",11,56,2000-06-10
"2878",2000,"Clark Family Experience","Meanwhile Back At Th...","2:56",11,85,2001-01-27
"2879",2000,"Common","The Light","3:55",11,52,2000-10-14
"2880",2000,"Counting Crows","Hanginaround","4:07",11,29,2000-01-15
"2881",2000,"Creed","Higher","5:16",11,57,1999-11-20
"2882",2000,"Creed","With Arms Wide Open","3:52",11,70,2000-07-22
"2883",2000,"Cyrus, Billy Ray","You Won't Be Lonely ...","3:45",11,80,2000-12-02
"2884",2000,"D'Angelo","Untitled (How Does I...","7:10",11,39,2000-04-01
"2885",2000,"DMX","Party Up (Up In Here...","3:45",11,27,2000-05-06
"2886",2000,"DMX","What You Want","4:05",11,52,2000-09-09
"2887",2000,"DMX","What's My Name","3:50",11,100,2000-03-25
"2888",2000,"Da Brat","That's What I'm Look...","3:44",11,71,2000-05-06
"2889",2000,"Da Brat","What'Chu Like","3:57",11,26,2000-08-12
"2890",2000,"Davidson, Clay","Unconditional","3:56",11,54,2000-06-03
"2891",2000,"Destiny's Child","Independent Women Pa...","3:38",11,1,2000-12-02
"2892",2000,"Destiny's Child","Jumpin' Jumpin'","3:48",11,13,2000-07-22
"2893",2000,"Destiny's Child","Say My Name","4:31",11,17,2000-03-04
"2894",2000,"Diffie, Joe","It's Always Somethin...","2:55",11,92,2000-10-21
"2895",2000,"Dion, Celine","That's The Way It Is","4:03",11,11,2000-01-22
"2896",2000,"Dixie Chicks, The","Cowboy Take Me Away","4:51",11,27,2000-02-05
"2897",2000,"Dixie Chicks, The","Goodbye Earl","4:19",11,86,2000-05-27
"2898",2000,"Dixie Chicks, The","Without You","3:32",11,35,2000-12-16
"2899",2000,"Dr. Dre","Forgot About Dre","3:42",11,25,2000-04-01
"2900",2000,"Dr. Dre","The Next Episode","2:38",11,26,2000-08-05
"2901",2000,"Drama","Left, Right, Left","3:37",11,100,2000-04-22
"2902",2000,"Dream","He Loves U Not","3:43",11,11,2000-12-09
"2903",2000,"Eastsidaz, The","G'D Up","4:27",11,83,2000-03-18
"2904",2000,"Eiffel 65","Blue","3:29",11,13,2000-02-19
"2905",2000,"Elliott, Missy ""Misdemeanor""","Hot Boyz","3:51",11,8,2000-02-05
"2906",2000,"Eminem","Stan","5:26",11,69,2001-01-13
"2907",2000,"Eminem","The Real Slim Shady","4:42",11,8,2000-07-15
"2908",2000,"Evans, Sara","Born To Fly","5:36",11,34,2000-12-30
"2909",2000,"Eve","Love Is Blind","3:51",11,50,2000-03-18
"2910",2000,"Everclear","Wonderful","4:30",11,28,2000-09-16
"2911",2000,"Fabian, Lara","I Will Love Again","3:43",11,37,2000-08-19
"2912",2000,"Fatboy Slim","The Rockafeller Skan...","4:00",11,76,2000-01-22
"2913",2000,"Filter","Take A Picture","4:23",11,12,2000-02-05
"2914",2000,"Foo Fighters","Learn To Fly","3:55",11,22,1999-12-25
"2915",2000,"Gill, Vince","Feels Like Love","4:13",11,53,2000-11-11
"2916",2000,"Gilman, Billy","One Voice","4:07",11,43,2000-08-26
"2917",2000,"Ginuwine","None Of Ur Friends B...","4:12",11,64,2000-02-19
"2918",2000,"Ginuwine","The Best Man I Can B...","4:06",11,85,2000-03-18
"2919",2000,"Goo Goo Dolls","Broadway","3:54",11,24,2000-07-01
"2920",2000,"Gray, Macy","I Try","3:52",11,7,2000-04-29
"2921",2000,"Griggs, Andy","She's More","3:19",11,47,2000-05-20
"2922",2000,"Guy","Dancin'","4:08",11,94,2000-02-26
"2923",2000,"Hart, Beth","L.A. Song","3:47",11,91,2000-02-05
"2924",2000,"Heatherly, Eric","Flowers On The Wall","3:16",11,65,2000-07-08
"2925",2000,"Henley, Don","Taking You Home","4:08",11,71,2000-09-02
"2926",2000,"Hill, Faith","Breathe","4:04",11,30,2000-01-15
"2927",2000,"Hill, Faith","Let's Make Love","4:11",11,54,2000-10-21
"2928",2000,"Hoku","Another Dumb Blonde","3:47",11,53,2000-04-29
"2929",2000,"Hot Boys","I Need A Hot Girl","4:16",11,92,2000-04-29
"2930",2000,"Houston, Whitney","Could I Have This Ki...","3:54",11,59,2000-08-26
"2931",2000,"Houston, Whitney","I Learned From The B...","4:18",11,82,2000-04-29
"2932",2000,"Houston, Whitney","My Love Is Your Love","4:16",11,8,1999-11-13
"2933",2000,"IMx","Stay The Night","3:37",11,40,1999-12-18
"2934",2000,"Ice Cube","You Can Do It","4:20",11,73,2000-02-12
"2935",2000,"Ideal","Whatever","3:48",11,47,2000-08-19
"2936",2000,"Iglesias, Enrique","Be With You","3:36",11,5,2000-06-10
"2937",2000,"Iglesias, Enrique","Rhythm Divine","7:35",11,49,2000-02-12
"2938",2000,"J-Shin","One Night Stand","4:34",11,38,2000-03-04
"2939",2000,"Ja Rule","Between Me And You","4:05",11,11,2000-11-25
"2940",2000,"Jackson, Alan","It Must Be Love","2:53",11,37,2000-09-02
"2941",2000,"Jackson, Alan","Pop A Top","3:04",11,43,2000-01-22
"2942",2000,"Jackson, Alan","www.memory","2:36",11,63,2001-01-13
"2943",2000,"Jagged Edge","He Can't Love U","3:30",11,24,2000-02-19
"2944",2000,"Jagged Edge","Let's Get Married","4:23",11,23,2000-07-15
"2945",2000,"Janet","Doesn't Really Matte...","4:17",11,1,2000-08-26
"2946",2000,"Jay-Z","Big Pimpin'","3:55",11,21,2000-07-01
"2947",2000,"Jay-Z","Hey Papi","3:40",11,85,2000-10-21
"2948",2000,"Jay-Z","I Just Wanna Love U ...","3:50",11,12,2001-01-06
"2949",2000,"Jean, Wyclef","911","4:00",11,44,2000-12-16
"2950",2000,"Joe","I Wanna Know","4:57",11,27,2000-03-11
"2951",2000,"Joe","Treat Her Like A Lad...","4:12",11,78,2000-10-14
"2952",2000,"John, Elton","Someday Out Of The B...","4:41",11,93,2000-07-01
"2953",2000,"Jones, Donell","Where I Wanna Be","6:22",11,33,2000-07-01
"2954",2000,"Jordan, Montell","Get It On.. Tonite","4:34",11,24,2000-01-01
"2955",2000,"Kandi","Don't Think I'm Not","3:50",11,26,2000-10-14
"2956",2000,"Keith, Toby","Country Comes To Tow...","3:39",11,54,2000-10-14
"2957",2000,"Keith, Toby","How Do You Like Me N...","3:29",11,31,2000-04-08
"2958",2000,"Kelis","Caught Out There","4:09",11,75,2000-02-12
"2959",2000,"Kid Rock","Only God Knows Why","5:27",11,21,2000-04-29
"2960",2000,"Lawrence, Tracy","Lessons Learned","2:55",11,40,2000-04-08
"2961",2000,"Lil Bow Wow","Bounce With Me","3:22",11,27,2000-10-28
"2962",2000,"Lil Wayne","Tha Block Is Hot","4:13",11,95,2000-02-12
"2963",2000,"Lil' Kim","How Many Licks?","3:50",11,96,2001-02-03
"2964",2000,"Lil' Zane","Callin' Me","3:43",11,67,2000-10-07
"2965",2000,"Limp Bizkit","N 2 Gether Now","3:55",11,96,2000-02-12
"2966",2000,"Limp Bizkit","Re-Arranged","4:08",11,89,2000-02-12
"2967",2000,"Limp Bizkit","Rollin'","4:04",11,80,2001-01-20
"2968",2000,"Lonestar","Amazed","4:25",11,26,1999-08-14
"2969",2000,"Lonestar","Smile","3:33",11,43,2000-02-26
"2970",2000,"Lonestar","What About Now","3:30",11,30,2000-08-19
"2971",2000,"Lopez, Jennifer","Feelin' Good","4:28",11,96,2000-04-29
"2972",2000,"Loveless, Patty","That's The Kind Of M...","3:27",11,71,2000-11-25
"2973",2000,"Lucy Pearl","Dance Tonight","3:45",11,36,2000-07-29
"2974",2000,"Ludacris","What's Your Fantasy","4:16",11,22,2000-12-09
"2975",2000,"M2M","Don't Say You Love M...","3:41",11,98,2000-01-29
"2976",2000,"M2M","Mirror Mirror","3:19",11,74,2000-06-10
"2977",2000,"Madison Avenue","Don't Call Me Baby","3:44",11,88,2000-09-16
"2978",2000,"Madonna","Music","3:45",11,2,2000-10-21
"2979",2000,"Martin, Ricky","Shake Your Bon-Bon","3:08",11,91,2000-01-29
"2980",2000,"Martin, Ricky","She Bangs","4:02",11,22,2000-12-16
"2981",2000,"Mary Mary","Shackles (Praise You...","3:12",11,31,2000-06-03
"2982",2000,"McBride, Martina","Love's The Only Hous...","5:13",11,42,2000-04-15
"2983",2000,"McBride, Martina","There You Are","3:26",11,63,2000-11-18
"2984",2000,"McEntire, Reba","I'll Be","4:23",11,52,2000-07-22
"2985",2000,"McEntire, Reba","What Do You Say","3:26",11,53,2000-01-08
"2986",2000,"McGraw, Tim","My Best Friend","4:33",11,29,2000-02-05
"2987",2000,"McGraw, Tim","My Next Thirty Years","3:37",11,28,2000-12-30
"2988",2000,"McGraw, Tim","Some Things Never Ch...","3:56",11,58,2000-07-22
"2989",2000,"Messina, Jo Dee","Because You Love Me","3:50",11,61,2000-04-08
"2990",2000,"Messina, Jo Dee","That's The Way","3:17",11,31,2000-09-02
"2991",2000,"Metallica","I Disappear","4:26",11,83,2000-07-22
"2992",2000,"Montgomery, John Michael","The Little Girl","3:52",11,37,2000-11-18
"2993",2000,"Moore, Mandy","I Wanna Be With You","4:12",11,42,2000-08-26
"2994",2000,"Mumba, Samantha","Gotta Tell You","3:19",11,6,2000-11-18
"2995",2000,"Musiq","Just Friends","4:02",11,32,2000-12-23
"2996",2000,"Mya","Case Of The Ex (What...","3:50",11,17,2000-10-28
"2997",2000,"Mya","The Best Of Me","4:12",11,72,2000-06-24
"2998",2000,"Mystikal","Shake Ya Ass","4:46",11,14,2000-10-21
"2999",2000,"N'Sync","Bye Bye Bye","3:15",11,5,2000-04-08
"3000",2000,"N'Sync","It's Gonna Be Me","3:10",11,5,2000-07-15
"3001",2000,"N'Sync","This I Promise You","4:23",11,6,2000-12-09
"3002",2000,"Nas","You Owe Me","3:51",11,75,2000-06-03
"3003",2000,"Nelly","(Hot S**t) Country G...","4:17",11,37,2000-07-08
"3004",2000,"Next","Wifey","4:03",11,21,2000-08-05
"3005",2000,"Nine Days","Absolutely (Story Of...","3:09",11,11,2000-07-15
"3006",2000,"No Doubt","Simple Kind Of Life","4:11",11,88,2000-09-09
"3007",2000,"Paisley, Brad","We Danced","3:45",11,36,2000-12-23
"3008",2000,"Papa Roach","Last Resort","3:19",11,63,2000-10-07
"3009",2000,"Pink","Most Girls","4:06",11,5,2000-10-21
"3010",2000,"Pink","There U Go","3:23",11,15,2000-05-13
"3011",2000,"Price, Kelly","You Should've Told M...","3:12",11,64,2000-12-02
"3012",2000,"Profyle","Liar","3:57",11,35,2000-11-25
"3013",2000,"R.E.M.","The Great Beyond","4:10",11,60,2000-03-04
"3014",2000,"Rascal Flatts","Prayin' For Daylight","3:36",11,49,2000-07-15
"3015",2000,"Raye, Collin","Couldn't Last A Mome...","3:40",11,48,2000-05-27
"3016",2000,"Red Hot Chili Peppers","Californication","5:21",11,74,2000-10-07
"3017",2000,"Red Hot Chili Peppers","Otherside","4:13",11,29,2000-04-22
"3018",2000,"Rimes, LeAnn","Big Deal","3:03",11,26,1999-12-25
"3019",2000,"Rimes, LeAnn","Can't Fight The Moon...","3:33",11,77,2000-11-18
"3020",2000,"Rimes, LeAnn","I Need You","3:42",11,13,2000-08-05
"3021",2000,"Rogers, Kenny","Buy Me A Rose","3:46",11,46,2000-05-20
"3022",2000,"Ruff Endz","No More","3:56",11,8,2000-09-09
"3023",2000,"Sammie","I Like It","4:09",11,29,2000-04-08
"3024",2000,"Santana","Maria, Maria","4:18",11,1,2000-04-22
"3025",2000,"Savage Garden","Crash And Burn","4:41",11,34,2000-06-17
"3026",2000,"Savage Garden","I Knew I Loved You","4:07",11,4,2000-01-01
"3027",2000,"SheDaisy","I Will.. But","3:40",11,44,2000-09-23
"3028",2000,"Shyne","Bad Boyz","4:22",11,74,2000-11-18
"3029",2000,"Simpson, Jessica","I Think I'm In Love ...","3:32",11,38,2000-09-09
"3030",2000,"Sisqo","Got To Get It","3:52",11,43,2000-01-29
"3031",2000,"Sisqo","Incomplete","3:52",11,2,2000-09-02
"3032",2000,"Sisqo","Thong Song","4:05",11,6,2000-04-08
"3033",2000,"Sister Hazel","Change Your Mind","4:02",11,84,2000-09-23
"3034",2000,"Smash Mouth","Then The Morning Com...","3:04",11,16,2000-01-08
"3035",2000,"Son By Four","A Puro Dolor (Purest...","3:30",11,48,2000-06-17
"3036",2000,"Sonique","It Feels So Good","3:48",11,13,2000-04-01
"3037",2000,"SoulDecision","Faded","3:25",11,22,2000-09-16
"3038",2000,"Spears, Britney","From The Bottom Of M...","4:30",11,41,2000-04-08
"3039",2000,"Spears, Britney","Lucky","3:23",11,100,2000-10-21
"3040",2000,"Spears, Britney","Oops!.. I Did It Aga...","3:30",11,14,2000-07-01
"3041",2000,"Splender","I Think God Can Expl...","3:55",11,95,2000-08-19
"3042",2000,"Sting","Desert Rose","3:52",11,19,2000-07-22
"3043",2000,"Stone Temple Pilots","Sour Girl","4:16",11,91,2000-09-16
"3044",2000,"Stone, Angie","No More Rain (In Thi...","4:42",11,63,2000-03-04
"3045",2000,"Strait, George","Go On","3:48",11,44,2000-11-04
"3046",2000,"Strait, George","The Best Day","3:24",11,33,2000-04-08
"3047",2000,"Sugar Ray","Falls Apart","4:15",11,47,2000-03-25
"3048",2000,"Third Eye Blind","Deep Inside Of You","4:10",11,95,2000-11-11
"3049",2000,"Third Eye Blind","Never Let You Go","3:57",11,14,2000-04-01
"3050",2000,"Thomas, Carl","Emotional","4:31",11,60,2001-02-03
"3051",2000,"Thomas, Carl","I Wish","3:50",11,22,2000-06-03
"3052",2000,"Thomas, Carl","Summer Rain","4:57",11,95,2000-12-02
"3053",2000,"Tippin, Aaron","Kiss This","2:53",11,51,2000-11-04
"3054",2000,"Train","Meet Virginia","3:55",11,22,1999-12-18
"3055",2000,"Trick Daddy","Shut Up","4:17",11,97,2000-07-29
"3056",2000,"Tritt, Travis","Best Of Intentions","4:15",11,33,2000-10-28
"3057",2000,"Urban, Keith","Your Everything","4:10",11,55,2000-09-23
"3058",2000,"Vassar, Phil","Carlene","4:07",11,52,2000-05-13
"3059",2000,"Vassar, Phil","Just Another Day In ...","3:54",11,43,2000-12-09
"3060",2000,"Vertical Horizon","Everything You Want","4:01",11,17,2000-04-01
"3061",2000,"Vertical Horizon","You're A God","3:45",11,23,2000-11-04
"3062",2000,"Vitamin C","Graduation (Friends ...","4:23",11,57,2000-06-24
"3063",2000,"Walker, Clay","Live, Laugh, Love","4:06",11,98,2000-02-12
"3064",2000,"Walker, Clay","The Chain Of Love","5:03",11,44,2000-06-24
"3065",2000,"Westlife","Swear It Again","4:07",11,32,2000-06-10
"3066",2000,"Williams, Robbie","Angels","3:56",11,72,2000-01-29
"3067",2000,"Wills, Mark","Back At One","4:00",11,45,2000-03-25
"3068",2000,"Worley, Darryl","When You Need My Lov...","3:35",11,80,2000-08-26
"3069",2000,"Ying Yang Twins","Whistle While You Tw...","4:19",11,97,2000-05-27
"3070",2000,"matchbox twenty","Bent","4:12",11,8,2000-07-08
"3071",2000,"3 Doors Down","Kryptonite","3:53",12,51,2000-06-24
"3072",2000,"3 Doors Down","Loser","4:24",12,59,2001-01-06
"3073",2000,"504 Boyz","Wobble Wobble","3:35",12,70,2000-07-01
"3074",2000,"98^0","Give Me Just One Nig...","3:24",12,22,2000-11-04
"3075",2000,"Aaliyah","I Don't Wanna","4:15",12,37,2000-04-15
"3076",2000,"Aaliyah","Try Again","4:03",12,8,2000-06-03
"3077",2000,"Adams, Yolanda","Open My Heart","5:30",12,68,2000-11-11
"3078",2000,"Aguilera, Christina","Come On Over Baby (A...","3:38",12,1,2000-10-21
"3079",2000,"Aguilera, Christina","I Turn To You","4:00",12,3,2000-07-01
"3080",2000,"Aguilera, Christina","What A Girl Wants","3:18",12,3,2000-02-12
"3081",2000,"Alice Deejay","Better Off Alone","6:50",12,37,2000-06-24
"3082",2000,"Anastacia","I'm Outta Love","4:01",12,97,2000-06-17
"3083",2000,"Anthony, Marc","My Baby You","3:59",12,74,2000-12-02
"3084",2000,"Anthony, Marc","You Sang To Me","3:50",12,13,2000-05-13
"3085",2000,"Avant","My First Love","4:28",12,31,2001-01-20
"3086",2000,"Avant","Separated","4:13",12,28,2000-07-15
"3087",2000,"BBMak","Back Here","3:35",12,15,2000-07-15
"3088",2000,"Backstreet Boys, The","Shape Of My Heart","3:49",12,19,2000-12-30
"3089",2000,"Backstreet Boys, The","Show Me The Meaning ...","3:54",12,6,2000-03-18
"3090",2000,"Backstreet Boys, The","The One","3:46",12,90,2000-08-12
"3091",2000,"Badu, Erkyah","Bag Lady","5:03",12,11,2000-11-04
"3092",2000,"Baha Men","Who Let The Dogs Out","3:17",12,53,2000-10-07
"3093",2000,"Barenaked Ladies","Pinch Me","3:46",12,15,2000-11-25
"3094",2000,"Beenie Man","Girls Dem Sugar","4:17",12,92,2001-01-06
"3095",2000,"Big Punisher","It's So Hard","3:25",12,88,2000-07-08
"3096",2000,"Black Rob","Whoa!","4:04",12,57,2000-05-20
"3097",2000,"Black, Clint","Been There","5:28",12,55,2000-05-06
"3098",2000,"Blaque","Bring It All To Me","3:46",12,9,2000-01-08
"3099",2000,"Blige, Mary J.","Deep Inside","5:26",12,67,2000-01-29
"3100",2000,"Blink-182","All The Small Things","2:52",12,6,2000-02-19
"3101",2000,"Bloodhound Gang","The Bad Touch","4:20",12,98,2000-06-03
"3102",2000,"Bon Jovi","It's My Life","3:44",12,34,2000-10-28
"3103",2000,"Braxton, Toni","He Wasn't Man Enough","4:21",12,5,2000-06-03
"3104",2000,"Braxton, Toni","Just Be A Man About ...","4:10",12,53,2000-10-14
"3105",2000,"Brock, Chad","Yes!","3:22",12,27,2000-06-24
"3106",2000,"Brooks & Dunn","You'll Always Be Lov...","2:58",12,56,2000-08-26
"3107",2000,"Carey, Mariah","Thank God I Found Yo...","4:14",12,2,2000-02-26
"3108",2000,"Carter, Aaron","Aaron's Party (Come ...","3:23",12,83,2000-11-11
"3109",2000,"Chesney, Kenny","I Lost It","3:54",12,45,2001-01-06
"3110",2000,"Chesney, Kenny","What I Need To Do","4:05",12,56,2000-06-17
"3111",2000,"Clark Family Experience","Meanwhile Back At Th...","2:56",12,91,2001-02-03
"3112",2000,"Common","The Light","3:55",12,56,2000-10-21
"3113",2000,"Counting Crows","Hanginaround","4:07",12,29,2000-01-22
"3114",2000,"Creed","Higher","5:16",12,57,1999-11-27
"3115",2000,"Creed","With Arms Wide Open","3:52",12,79,2000-07-29
"3116",2000,"Cyrus, Billy Ray","You Won't Be Lonely ...","3:45",12,89,2000-12-09
"3117",2000,"D'Angelo","Untitled (How Does I...","7:10",12,44,2000-04-08
"3118",2000,"DMX","Party Up (Up In Here...","3:45",12,27,2000-05-13
"3119",2000,"DMX","What You Want","4:05",12,55,2000-09-16
"3120",2000,"Da Brat","That's What I'm Look...","3:44",12,72,2000-05-13
"3121",2000,"Da Brat","What'Chu Like","3:57",12,28,2000-08-19
"3122",2000,"Davidson, Clay","Unconditional","3:56",12,50,2000-06-10
"3123",2000,"Destiny's Child","Independent Women Pa...","3:38",12,1,2000-12-09
"3124",2000,"Destiny's Child","Jumpin' Jumpin'","3:48",12,8,2000-07-29
"3125",2000,"Destiny's Child","Say My Name","4:31",12,14,2000-03-11
"3126",2000,"Diffie, Joe","It's Always Somethin...","2:55",12,92,2000-10-28
"3127",2000,"Dion, Celine","That's The Way It Is","4:03",12,8,2000-01-29
"3128",2000,"Dixie Chicks, The","Cowboy Take Me Away","4:51",12,27,2000-02-12
"3129",2000,"Dixie Chicks, The","Goodbye Earl","4:19",12,88,2000-06-03
"3130",2000,"Dixie Chicks, The","Without You","3:32",12,31,2000-12-23
"3131",2000,"Dr. Dre","Forgot About Dre","3:42",12,26,2000-04-08
"3132",2000,"Dr. Dre","The Next Episode","2:38",12,27,2000-08-12
"3133",2000,"Drama","Left, Right, Left","3:37",12,98,2000-04-29
"3134",2000,"Dream","He Loves U Not","3:43",12,8,2000-12-16
"3135",2000,"Eastsidaz, The","G'D Up","4:27",12,82,2000-03-25
"3136",2000,"Eiffel 65","Blue","3:29",12,19,2000-02-26
"3137",2000,"Elliott, Missy ""Misdemeanor""","Hot Boyz","3:51",12,11,2000-02-12
"3138",2000,"Eminem","Stan","5:26",12,77,2001-01-20
"3139",2000,"Eminem","The Real Slim Shady","4:42",12,9,2000-07-22
"3140",2000,"Evans, Sara","Born To Fly","5:36",12,46,2001-01-06
"3141",2000,"Eve","Love Is Blind","3:51",12,59,2000-03-25
"3142",2000,"Everclear","Wonderful","4:30",12,25,2000-09-23
"3143",2000,"Fabian, Lara","I Will Love Again","3:43",12,45,2000-08-26
"3144",2000,"Fatboy Slim","The Rockafeller Skan...","4:00",12,95,2000-01-29
"3145",2000,"Filter","Take A Picture","4:23",12,13,2000-02-12
"3146",2000,"Foo Fighters","Learn To Fly","3:55",12,22,2000-01-01
"3147",2000,"Gill, Vince","Feels Like Love","4:13",12,52,2000-11-18
"3148",2000,"Gilman, Billy","One Voice","4:07",12,38,2000-09-02
"3149",2000,"Ginuwine","None Of Ur Friends B...","4:12",12,71,2000-02-26
"3150",2000,"Ginuwine","The Best Man I Can B...","4:06",12,89,2000-03-25
"3151",2000,"Goo Goo Dolls","Broadway","3:54",12,33,2000-07-08
"3152",2000,"Gray, Macy","I Try","3:52",12,7,2000-05-06
"3153",2000,"Griggs, Andy","She's More","3:19",12,43,2000-05-27
"3154",2000,"Hart, Beth","L.A. Song","3:47",12,97,2000-02-12
"3155",2000,"Heatherly, Eric","Flowers On The Wall","3:16",12,60,2000-07-15
"3156",2000,"Henley, Don","Taking You Home","4:08",12,71,2000-09-09
"3157",2000,"Hill, Faith","Breathe","4:04",12,23,2000-01-22
"3158",2000,"Hill, Faith","Let's Make Love","4:11",12,69,2000-10-28
"3159",2000,"Hoku","Another Dumb Blonde","3:47",12,56,2000-05-06
"3160",2000,"Hot Boys","I Need A Hot Girl","4:16",12,95,2000-05-06
"3161",2000,"Houston, Whitney","Could I Have This Ki...","3:54",12,70,2000-09-02
"3162",2000,"Houston, Whitney","My Love Is Your Love","4:16",12,8,1999-11-20
"3163",2000,"IMx","Stay The Night","3:37",12,36,1999-12-25
"3164",2000,"Ice Cube","You Can Do It","4:20",12,89,2000-02-19
"3165",2000,"Ideal","Whatever","3:48",12,50,2000-08-26
"3166",2000,"Iglesias, Enrique","Be With You","3:36",12,4,2000-06-17
"3167",2000,"Iglesias, Enrique","Rhythm Divine","7:35",12,51,2000-02-19
"3168",2000,"J-Shin","One Night Stand","4:34",12,45,2000-03-11
"3169",2000,"Ja Rule","Between Me And You","4:05",12,14,2000-12-02
"3170",2000,"Jackson, Alan","It Must Be Love","2:53",12,37,2000-09-09
"3171",2000,"Jackson, Alan","Pop A Top","3:04",12,47,2000-01-29
"3172",2000,"Jackson, Alan","www.memory","2:36",12,67,2001-01-20
"3173",2000,"Jagged Edge","He Can't Love U","3:30",12,24,2000-02-26
"3174",2000,"Jagged Edge","Let's Get Married","4:23",12,15,2000-07-22
"3175",2000,"Janet","Doesn't Really Matte...","4:17",12,1,2000-09-02
"3176",2000,"Jay-Z","Big Pimpin'","3:55",12,18,2000-07-08
"3177",2000,"Jay-Z","Hey Papi","3:40",12,91,2000-10-28
"3178",2000,"Jay-Z","I Just Wanna Love U ...","3:50",12,12,2001-01-13
"3179",2000,"Jean, Wyclef","911","4:00",12,49,2000-12-23
"3180",2000,"Joe","I Wanna Know","4:57",12,25,2000-03-18
"3181",2000,"Joe","Treat Her Like A Lad...","4:12",12,84,2000-10-21
"3182",2000,"John, Elton","Someday Out Of The B...","4:41",12,89,2000-07-08
"3183",2000,"Jones, Donell","Where I Wanna Be","6:22",12,29,2000-07-08
"3184",2000,"Jordan, Montell","Get It On.. Tonite","4:34",12,20,2000-01-08
"3185",2000,"Kandi","Don't Think I'm Not","3:50",12,26,2000-10-21
"3186",2000,"Keith, Toby","Country Comes To Tow...","3:39",12,62,2000-10-21
"3187",2000,"Keith, Toby","How Do You Like Me N...","3:29",12,31,2000-04-15
"3188",2000,"Kelis","Caught Out There","4:09",12,90,2000-02-19
"3189",2000,"Kid Rock","Only God Knows Why","5:27",12,25,2000-05-06
"3190",2000,"Lawrence, Tracy","Lessons Learned","2:55",12,40,2000-04-15
"3191",2000,"Lil Bow Wow","Bounce With Me","3:22",12,36,2000-11-04
"3192",2000,"Lil' Zane","Callin' Me","3:43",12,84,2000-10-14
"3193",2000,"Limp Bizkit","Re-Arranged","4:08",12,93,2000-02-19
"3194",2000,"Limp Bizkit","Rollin'","4:04",12,86,2001-01-27
"3195",2000,"Lonestar","Amazed","4:25",12,24,1999-08-21
"3196",2000,"Lonestar","Smile","3:33",12,41,2000-03-04
"3197",2000,"Lonestar","What About Now","3:30",12,30,2000-08-26
"3198",2000,"Loveless, Patty","That's The Kind Of M...","3:27",12,72,2000-12-02
"3199",2000,"Lucy Pearl","Dance Tonight","3:45",12,43,2000-08-05
"3200",2000,"Ludacris","What's Your Fantasy","4:16",12,21,2000-12-16
"3201",2000,"M2M","Don't Say You Love M...","3:41",12,98,2000-02-05
"3202",2000,"M2M","Mirror Mirror","3:19",12,70,2000-06-17
"3203",2000,"Madison Avenue","Don't Call Me Baby","3:44",12,88,2000-09-23
"3204",2000,"Madonna","Music","3:45",12,2,2000-10-28
"3205",2000,"Martin, Ricky","Shake Your Bon-Bon","3:08",12,28,2000-02-05
"3206",2000,"Martin, Ricky","She Bangs","4:02",12,29,2000-12-23
"3207",2000,"Mary Mary","Shackles (Praise You...","3:12",12,39,2000-06-10
"3208",2000,"McBride, Martina","Love's The Only Hous...","5:13",12,42,2000-04-22
"3209",2000,"McBride, Martina","There You Are","3:26",12,82,2000-11-25
"3210",2000,"McEntire, Reba","I'll Be","4:23",12,51,2000-07-29
"3211",2000,"McEntire, Reba","What Do You Say","3:26",12,43,2000-01-15
"3212",2000,"McGraw, Tim","My Best Friend","4:33",12,33,2000-02-12
"3213",2000,"McGraw, Tim","My Next Thirty Years","3:37",12,40,2001-01-06
"3214",2000,"McGraw, Tim","Some Things Never Ch...","3:56",12,59,2000-07-29
"3215",2000,"Messina, Jo Dee","Because You Love Me","3:50",12,72,2000-04-15
"3216",2000,"Messina, Jo Dee","That's The Way","3:17",12,28,2000-09-09
"3217",2000,"Metallica","I Disappear","4:26",12,82,2000-07-29
"3218",2000,"Montgomery, John Michael","The Little Girl","3:52",12,42,2000-11-25
"3219",2000,"Moore, Mandy","I Wanna Be With You","4:12",12,53,2000-09-02
"3220",2000,"Mumba, Samantha","Gotta Tell You","3:19",12,5,2000-11-25
"3221",2000,"Musiq","Just Friends","4:02",12,31,2000-12-30
"3222",2000,"Mya","Case Of The Ex (What...","3:50",12,10,2000-11-04
"3223",2000,"Mya","The Best Of Me","4:12",12,84,2000-07-01
"3224",2000,"Mystikal","Shake Ya Ass","4:46",12,13,2000-10-28
"3225",2000,"N'Sync","Bye Bye Bye","3:15",12,4,2000-04-15
"3226",2000,"N'Sync","It's Gonna Be Me","3:10",12,4,2000-07-22
